genres,original_language,original_title,release_date,title,video,procced_genres,id_p
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,The Grudge 3,2009-05-12,The Grudge 3,False,[ { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],267
"[{'id': 16, 'name': 'Animation'}]",en,Afro Samurai: Resurrection,2009-01-25,Afro Samurai: Resurrection,False,[ { 'id ' 16 'name ' 'anim ' } ],268
"[{'id': 27, 'name': 'Horror'}]",en,Friday the 13th,2009-02-11,Friday the 13th,False,[ { 'id ' 27 'name ' 'horror ' } ],269
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",en,The Pink Panther 2,2009-02-06,The Pink Panther 2,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 9648 'name ' 'mysteri ' } ],270
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,The Haunting in Connecticut,2009-03-27,The Haunting in Connecticut,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 27 'name ' 'horror ' } ],271
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",th,Ong Bak 2,2008-12-04,Ong Bak 2,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],272
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",sv,Män som hatar kvinnor,2009-02-27,The Girl with the Dragon Tattoo,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 9648 'name ' 'mysteri ' } ],273
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,Fast & Furious,2009-04-02,Fast & Furious,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],274
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Crank: High Voltage,2009-04-16,Crank: High Voltage,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],275
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,X-Men Origins: Wolverine,2009-04-28,X-Men Origins: Wolverine,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],276
"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",zh,赤壁 2,2009-01-07,Red Cliff Part II,False,[ { 'id ' 10752 'name ' 'war ' } { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 36 'name ' 'histori ' } { 'id ' 53 'name ' 'thriller ' } ],277
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,Terminator Salvation,2009-05-20,Terminator Salvation,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 53 'name ' 'thriller ' } ],278
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Night at the Museum: Battle of the Smithsonian,2009-05-20,Night at the Museum: Battle of the Smithsonian,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],279
"[{'id': 35, 'name': 'Comedy'}]",en,The Hangover,2009-06-05,The Hangover,False,[ { 'id ' 35 'name ' 'comedi ' } ],280
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",no,Død snø,2009-01-09,Dead Snow,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 35 'name ' 'comedi ' } ],281
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,Transformers: Revenge of the Fallen,2009-06-19,Transformers: Revenge of the Fallen,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } ],282
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,Ice Age: Dawn of the Dinosaurs,2009-06-29,Ice Age: Dawn of the Dinosaurs,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 12 'name ' 'adventur ' } ],283
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,The Librarian: The Curse of the Judas Chalice,2008-12-07,The Librarian: The Curse of the Judas Chalice,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } ],284
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,Harry Potter and the Half-Blood Prince,2009-07-07,Harry Potter and the Half-Blood Prince,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10751 'name ' 'famili ' } ],285
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,The Collector,2009-07-09,The Collector,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],286
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,G.I. Joe: The Rise of Cobra,2009-08-04,G.I. Joe: The Rise of Cobra,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],287
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,12 Rounds,2009-03-19,12 Rounds,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],288
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",ja,ラブひな クリスマススペシャル ～サイレント・イヴ～,2000-12-24,Love Hina Christmas Special: Silent Eve,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10749 'name ' 'romanc ' } ],289
"[{'id': 27, 'name': 'Horror'}]",en,Halloween II,2009-08-28,Halloween II,False,[ { 'id ' 27 'name ' 'horror ' } ],290
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,The Final Destination,2009-08-26,The Final Destination,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],291
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Cloudy with a Chance of Meatballs,2009-09-17,Cloudy with a Chance of Meatballs,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],292
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,Paranormal Activity,2007-09-14,Paranormal Activity,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],293
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,Saw VI,2009-10-22,Saw VI,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],294
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,The Boondock Saints II: All Saints Day,2009-11-24,The Boondock Saints II: All Saints Day,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],295
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,The Twilight Saga: New Moon,2009-03-15,The Twilight Saga: New Moon,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],296
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Avatar,2009-12-10,Avatar,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 878 'name ' 'scienc fiction ' } ],297
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,Sherlock Holmes,2009-12-23,Sherlock Holmes,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 9648 'name ' 'mysteri ' } ],298
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",en,Alvin and the Chipmunks: The Squeakquel,2009-12-21,Alvin and the Chipmunks: The Squeakquel,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10402 'name ' 'music ' } ],299
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",sv,Luftslottet som sprängdes,2009-11-27,The Girl Who Kicked the Hornet's Nest,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 9648 'name ' 'mysteri ' } ],300
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Mega Shark vs Giant Octopus,2009-05-19,Mega Shark vs Giant Octopus,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],301
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",sv,Flickan som lekte med elden,2009-09-18,The Girl Who Played with Fire,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 9648 'name ' 'mysteri ' } ],302
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,Trailer Park Boys: Countdown to Liquor Day,2009-09-25,Trailer Park Boys: Countdown to Liquor Day,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } ],303
"[{'id': 99, 'name': 'Documentary'}]",en,The Yes Men Fix the World,2009-01-18,The Yes Men Fix the World,False,[ { 'id ' 99 'name ' 'documentari ' } ],304
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",es,[REC]²,2009-09-15,[REC]²,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 27 'name ' 'horror ' } ],305
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",en,Alice in Wonderland,2010-03-03,Alice in Wonderland,False,[ { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 12 'name ' 'adventur ' } ],306
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Survival of the Dead,2010-05-06,Survival of the Dead,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],307
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,Women in Trouble,2009-11-13,Women in Trouble,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } ],308
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,Hot Tub Time Machine,2010-03-26,Hot Tub Time Machine,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 12 'name ' 'adventur ' } ],309
"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,How to Train Your Dragon,2010-03-05,How to Train Your Dragon,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],310
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,Clash of the Titans,2010-04-01,Clash of the Titans,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],311
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Diary of a Wimpy Kid,2010-03-19,Diary of a Wimpy Kid,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],312
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,Iron Man 2,2010-04-28,Iron Man 2,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],313
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,A Nightmare on Elm Street,2010-04-30,A Nightmare on Elm Street,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],314
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Sex and the City 2,2010-05-26,Sex and the City 2,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],315
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,Toy Story 3,2010-06-16,Toy Story 3,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 35 'name ' 'comedi ' } ],316
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Shrek Forever After,2010-05-16,Shrek Forever After,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],317
"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",en,Best Worst Movie,2009-01-01,Best Worst Movie,False,[ { 'id ' 99 'name ' 'documentari ' } { 'id ' 35 'name ' 'comedi ' } ],318
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,The Twilight Saga: Eclipse,2010-06-23,The Twilight Saga: Eclipse,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],319
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Despicable Me,2010-07-08,Despicable Me,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],320
"[{'id': 35, 'name': 'Comedy'}]",en,Grown Ups,2010-06-24,Grown Ups,False,[ { 'id ' 35 'name ' 'comedi ' } ],321
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,Nanny McPhee and the Big Bang,2010-03-26,Nanny McPhee and the Big Bang,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 14 'name ' 'fantasi ' } ],322
"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",cn,葉問2: 宗師傳奇,2010-04-21,Ip Man 2,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 36 'name ' 'histori ' } { 'id ' 18 'name ' 'drama ' } ],323
"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,The Expendables,2010-08-03,The Expendables,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } ],324
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,Piranha 3D,2010-08-20,Piranha 3D,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 27 'name ' 'horror ' } ],325
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,The Last Exorcism,2010-08-27,The Last Exorcism,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],326
"[{'id': 99, 'name': 'Documentary'}]",en,Gasland,2010-01-24,Gasland,False,[ { 'id ' 99 'name ' 'documentari ' } ],327
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,Machete,2010-09-01,Machete,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 53 'name ' 'thriller ' } ],328
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,Step Up 3D,2010-08-04,Step Up 3D,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 10749 'name ' 'romanc ' } ],329
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,Vampires Suck,2010-08-18,Vampires Suck,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 35 'name ' 'comedi ' } ],330
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Resident Evil: Afterlife,2010-09-09,Resident Evil: Afterlife,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],331
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",en,Superman/Batman: Apocalypse,2010-09-28,Superman/Batman: Apocalypse,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 16 'name ' 'anim ' } ],332
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,Wall Street: Money Never Sleeps,2010-09-02,Wall Street: Money Never Sleeps,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 80 'name ' 'crime ' } ],333
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Cats & Dogs 2 : The Revenge of Kitty Galore,2010-07-30,Cats & Dogs 2 : The Revenge of Kitty Galore,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],334
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,Monsters,2010-06-18,Monsters,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],335
"[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",en,Restrepo,2010-06-25,Restrepo,False,[ { 'id ' 99 'name ' 'documentari ' } { 'id ' 10752 'name ' 'war ' } ],336
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,30 Days of Night: Dark Days,2010-10-04,30 Days of Night: Dark Days,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],337
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,Paranormal Activity 2,2010-10-20,Paranormal Activity 2,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],338
"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",en,Saw 3D,2010-10-21,Saw: The Final Chapter,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 80 'name ' 'crime ' } ],339
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,Harry Potter and the Deathly Hallows: Part 1,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10751 'name ' 'famili ' } ],340
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Tangled,2010-11-24,Tangled,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],341
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,The Lost Skeleton Returns Again,2010-08-17,The Lost Skeleton Returns Again,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 27 'name ' 'horror ' } ],342
"[{'id': 14, 'name': 'Fantasy'}]",fi,Rare Exports,2010-12-03,Rare Exports: A Christmas Tale,False,[ { 'id ' 14 'name ' 'fantasi ' } ],343
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,TRON: Legacy,2010-12-10,TRON: Legacy,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],344
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Little Fockers,2010-12-21,Little Fockers,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10749 'name ' 'romanc ' } ],345
"[{'id': 35, 'name': 'Comedy'}]",da,Klovn - the movie,2010-12-16,Klown,False,[ { 'id ' 35 'name ' 'comedi ' } ],346
"[{'id': 35, 'name': 'Comedy'}]",hi,Tere Bin Laden,2010-07-16,Tere Bin Laden,False,[ { 'id ' 35 'name ' 'comedi ' } ],347
"[{'id': 27, 'name': 'Horror'}]",pt,Encarnação do Demônio,2008-08-08,Embodiment of Evil,False,[ { 'id ' 27 'name ' 'horror ' } ],348
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,The Trip,2010-09-01,The Trip,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } ],349
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",ja,ヱヴァンゲリヲン新劇場版：破,2009-06-26,Evangelion: 2.0 You Can (Not) Advance,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } ],350
"[{'id': 99, 'name': 'Documentary'}]",en,Zeitgeist: Moving Forward,2011-01-15,Zeitgeist: Moving Forward,False,[ { 'id ' 99 'name ' 'documentari ' } ],351
"[{'id': 35, 'name': 'Comedy'}]",fi,Napapiirin sankarit,2010-10-15,Lapland Odyssey,False,[ { 'id ' 35 'name ' 'comedi ' } ],352
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,The Mechanic,2011-01-13,The Mechanic,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],353
"[{'id': 35, 'name': 'Comedy'}]",en,Fubar II,2010-10-01,Fubar II,False,[ { 'id ' 35 'name ' 'comedi ' } ],354
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",pt,Tropa de Elite 2,2010-10-08,Elite Squad: The Enemy Within,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } ],355
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",en,"Big Mommas: Like Father, Like Son",2011-02-16,"Big Mommas: Like Father, Like Son",False,[ { 'id ' 80 'name ' 'crime ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 28 'name ' 'action ' } ],356
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,The Kings of Mykonos,2010-05-20,The Kings of Mykonos,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],357
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,Insidious,2010-09-13,Insidious,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],358
